no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,weekday,month_part
2,0,0,2,Meal Plan 1,0,Room_Type 1,21,9,Online,0,0,0,105.0,0,Not_Canceled,6,1
2,0,0,2,Not Selected,0,Room_Type 1,12,9,Corporate,0,0,0,100.0,1,Not_Canceled,4,2
2,0,1,0,Meal Plan 1,0,Room_Type 1,33,2,Online,0,0,0,80.3,1,Not_Canceled,3,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,10,Offline,0,0,0,100.0,0,Not_Canceled,0,1
2,0,0,3,Meal Plan 1,1,Room_Type 1,78,3,Online,0,0,0,105.3,1,Not_Canceled,5,3
2,0,0,4,Meal Plan 1,0,Room_Type 4,18,5,Online,0,0,0,112.8,0,Canceled,3,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,21,8,Online,0,0,0,151.0,0,Canceled,2,2
1,0,1,3,Meal Plan 1,0,Room_Type 1,0,11,Online,0,0,0,91.0,1,Not_Canceled,3,1
3,0,2,1,Meal Plan 1,0,Room_Type 4,152,8,Online,0,0,0,146.7,1,Canceled,0,2
2,0,2,3,Meal Plan 1,0,Room_Type 1,43,10,Offline,0,0,0,58.4,0,Not_Canceled,0,1
2,0,0,4,Not Selected,0,Room_Type 1,177,7,Online,0,0,0,80.75,1,Canceled,3,3
2,0,1,1,Not Selected,0,Room_Type 1,47,5,Offline,0,0,0,76.5,0,Not_Canceled,0,2
3,0,0,3,Meal Plan 1,0,Room_Type 4,57,9,Online,0,0,0,140.13,0,Not_Canceled,4,1
2,0,2,4,Not Selected,0,Room_Type 1,60,11,Online,0,0,0,76.0,1,Not_Canceled,2,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,9,Online,0,0,0,200.0,0,Not_Canceled,5,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,Online,0,0,0,101.5,0,Canceled,0,2
2,0,0,3,Not Selected,0,Room_Type 1,71,10,Online,0,0,0,108.0,1,Not_Canceled,3,2
3,0,2,3,Meal Plan 2,0,Room_Type 4,111,7,Online,0,0,0,189.0,1,Not_Canceled,0,3
3,0,1,1,Meal Plan 1,0,Room_Type 4,1,6,Online,0,0,0,166.0,3,Not_Canceled,0,1
2,0,1,1,Not Selected,0,Room_Type 1,4,1,Online,0,0,0,67.5,0,Not_Canceled,1,2
2,0,1,3,Meal Plan 1,0,Room_Type 4,25,9,Online,0,0,0,78.54,1,Not_Canceled,3,2
1,0,2,2,Meal Plan 1,0,Room_Type 1,209,11,Online,0,0,0,152.1,1,Canceled,1,1
1,0,2,1,Meal Plan 1,0,Room_Type 1,93,10,Online,0,0,0,115.0,0,Canceled,0,2
2,0,2,5,Not Selected,0,Room_Type 1,53,9,Online,0,0,0,66.53,2,Not_Canceled,5,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,8,Complementary,1,0,1,0.0,1,Not_Canceled,5,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,4,8,Complementary,0,0,0,0.0,1,Not_Canceled,2,3
2,0,0,3,Meal Plan 1,0,Room_Type 1,302,12,Online,0,0,0,90.3,2,Canceled,5,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,4,Offline,0,0,0,85.0,0,Not_Canceled,6,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,16,3,Corporate,0,0,0,75.0,0,Not_Canceled,6,1
2,0,2,4,Meal Plan 1,0,Room_Type 1,28,8,Online,0,0,0,115.37,1,Canceled,1,3
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,3,Online,0,0,0,130.0,0,Canceled,6,3
3,0,0,2,Meal Plan 1,0,Room_Type 4,57,12,Online,0,0,0,126.0,2,Not_Canceled,6,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,6,Online,0,0,0,94.35,1,Not_Canceled,1,2
3,0,2,4,Meal Plan 1,0,Room_Type 4,109,7,Online,0,0,0,118.46,4,Not_Canceled,4,1
1,0,0,2,Meal Plan 2,0,Room_Type 1,239,6,Online,0,0,0,90.6,0,Canceled,4,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,33,3,Online,0,0,0,82.9,2,Not_Canceled,0,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,11,8,Online,0,0,0,95.33,1,Not_Canceled,4,2
3,0,2,5,Meal Plan 1,0,Room_Type 4,40,4,Online,0,0,0,135.64,1,Not_Canceled,5,2
3,0,1,1,Meal Plan 1,0,Room_Type 4,45,6,Offline,0,0,0,122.4,0,Not_Canceled,0,2
2,0,1,3,Not Selected,0,Room_Type 1,41,5,Online,0,0,0,116.1,0,Canceled,2,1
2,0,0,4,Not Selected,0,Room_Type 1,167,6,Online,0,0,0,62.18,0,Canceled,3,3
2,0,0,4,Not Selected,0,Room_Type 1,62,3,Online,0,0,0,63.75,0,Canceled,4,1
1,0,1,4,Meal Plan 1,0,Room_Type 1,113,9,Online,0,0,0,118.8,0,Canceled,4,1
2,0,0,2,Not Selected,1,Room_Type 1,1,8,Online,0,0,0,167.0,0,Not_Canceled,4,1
2,2,2,2,Meal Plan 1,0,Room_Type 6,84,5,Online,0,0,0,187.85,1,Not_Canceled,6,2
2,0,0,1,Meal Plan 1,0,Room_Type 2,9,9,Complementary,1,0,3,0.0,1,Not_Canceled,4,1
3,0,1,2,Meal Plan 1,0,Room_Type 1,245,10,Online,0,0,0,128.7,0,Canceled,6,3
2,0,1,3,Meal Plan 1,0,Room_Type 1,80,3,Online,0,0,0,80.33,1,Not_Canceled,5,2
2,0,1,1,Meal Plan 1,0,Room_Type 1,7,8,Online,0,0,0,140.0,1,Canceled,2,3
2,1,1,1,Meal Plan 1,0,Room_Type 1,128,8,Online,0,0,0,76.5,2,Not_Canceled,1,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,100,5,Online,0,0,0,105.3,1,Not_Canceled,1,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,118,4,Online,0,0,0,87.3,1,Canceled,1,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,Online,0,0,0,110.0,0,Canceled,3,1
1,0,0,1,Meal Plan 2,0,Room_Type 1,41,9,Offline,0,0,0,83.0,0,Not_Canceled,0,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,174,8,Online,0,0,0,99.45,1,Not_Canceled,0,2
2,1,2,1,Meal Plan 2,0,Room_Type 1,27,12,Offline,0,0,0,104.5,3,Not_Canceled,2,3
2,0,2,6,Meal Plan 1,0,Room_Type 1,2,11,Online,0,0,0,92.54,2,Not_Canceled,4,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,Offline,0,0,0,95.0,0,Not_Canceled,5,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,Online,0,0,0,130.0,0,Canceled,4,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,68,1,Offline,1,1,0,63.0,1,Not_Canceled,1,1
2,0,1,2,Meal Plan 1,0,Room_Type 4,189,10,Online,0,0,0,109.8,0,Canceled,6,3
2,0,1,0,Meal Plan 1,0,Room_Type 1,10,5,Online,0,0,0,103.0,0,Not_Canceled,2,2
3,0,2,1,Meal Plan 1,0,Room_Type 4,19,2,Online,0,0,0,130.0,1,Not_Canceled,1,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,61,3,Online,0,0,0,117.0,0,Canceled,4,3
2,0,0,4,Meal Plan 1,0,Room_Type 4,95,12,Offline,0,0,0,60.5,0,Not_Canceled,4,3
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,9,Offline,0,0,0,112.2,0,Not_Canceled,5,3
2,0,1,3,Meal Plan 1,0,Room_Type 1,37,8,Online,0,0,0,135.9,0,Canceled,2,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,7,Online,0,0,0,151.0,1,Canceled,2,3
2,2,0,2,Meal Plan 1,0,Room_Type 6,22,9,Online,0,0,0,239.0,2,Not_Canceled,6,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,22,12,Online,0,0,0,59.09,0,Not_Canceled,1,3
2,0,2,5,Meal Plan 1,0,Room_Type 1,151,7,Online,0,0,0,103.09,0,Canceled,0,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2,Offline,0,0,0,87.0,0,Not_Canceled,2,3
3,0,1,0,Meal Plan 1,0,Room_Type 4,27,4,Online,0,0,0,137.0,0,Canceled,1,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,79,6,Offline,0,0,0,109.0,0,Not_Canceled,6,3
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,6,Online,0,0,0,115.0,1,Canceled,2,1
2,0,2,3,Meal Plan 1,0,Room_Type 4,189,7,Online,0,0,0,99.45,1,Not_Canceled,1,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,8,Online,0,0,0,115.0,1,Canceled,5,2
3,0,1,2,Meal Plan 1,0,Room_Type 4,27,2,Online,0,0,0,130.0,2,Not_Canceled,3,3
1,0,1,0,Meal Plan 1,0,Room_Type 1,51,5,Corporate,1,0,3,65.0,0,Not_Canceled,1,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,6,Online,0,0,0,75.0,0,Canceled,6,2
2,1,1,2,Meal Plan 1,0,Room_Type 1,52,7,Online,0,0,0,132.9,0,Canceled,6,1
1,0,2,0,Meal Plan 1,0,Room_Type 1,13,10,Online,0,0,0,120.0,0,Not_Canceled,2,2
2,0,0,2,Not Selected,0,Room_Type 1,46,11,Online,0,0,0,79.2,1,Canceled,6,1
3,0,2,1,Meal Plan 1,0,Room_Type 4,84,8,Online,0,0,0,159.3,0,Canceled,1,3
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,Online,0,0,0,130.0,0,Canceled,4,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,19,10,Offline,1,1,0,90.0,0,Not_Canceled,4,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,67,5,Online,0,0,0,140.4,1,Not_Canceled,6,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,8,Online,0,0,0,75.0,0,Not_Canceled,4,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,273,7,Online,0,0,0,109.0,0,Canceled,0,2
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,7,Online,0,0,0,94.5,0,Canceled,1,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,12,Corporate,1,0,1,75.0,0,Not_Canceled,4,2
2,0,1,2,Meal Plan 1,0,Room_Type 4,32,10,Offline,0,0,0,75.0,1,Not_Canceled,0,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,282,10,Offline,0,0,0,76.67,0,Not_Canceled,1,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,38,10,Online,0,0,0,126.0,0,Not_Canceled,1,1
2,0,1,1,Not Selected,0,Room_Type 1,175,7,Online,0,0,0,85.5,1,Not_Canceled,0,3
2,0,0,3,Meal Plan 1,0,Room_Type 4,143,8,Online,0,0,0,140.7,0,Canceled,5,2
2,0,2,2,Meal Plan 1,0,Room_Type 4,127,6,Online,0,0,0,103.7,1,Not_Canceled,1,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,9,Online,0,0,0,142.0,0,Not_Canceled,4,1
2,1,2,5,Meal Plan 1,0,Room_Type 1,95,12,Online,0,0,0,103.7,3,Not_Canceled,4,2
1,0,1,2,Meal Plan 1,0,Room_Type 1,118,6,Offline,0,0,0,110.0,0,Not_Canceled,2,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,45,11,Offline,0,0,0,75.0,0,Not_Canceled,5,1
3,0,1,1,Meal Plan 1,0,Room_Type 4,69,7,Online,0,0,0,137.7,0,Not_Canceled,2,3
2,0,0,1,Not Selected,0,Room_Type 1,57,9,Online,0,0,0,87.3,3,Not_Canceled,4,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,5,8,Complementary,1,0,4,0.0,4,Not_Canceled,4,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,8,Offline,0,0,0,101.5,0,Not_Canceled,0,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2,Online,0,0,0,97.0,1,Not_Canceled,5,3
3,0,1,1,Meal Plan 1,0,Room_Type 4,89,8,Online,0,0,0,150.3,1,Not_Canceled,2,2
2,0,0,4,Meal Plan 1,0,Room_Type 1,85,3,Online,0,0,0,82.45,0,Not_Canceled,3,3
1,0,0,1,Meal Plan 1,1,Room_Type 4,4,7,Corporate,1,0,3,103.0,1,Not_Canceled,6,1
1,0,2,6,Meal Plan 1,0,Room_Type 1,11,7,Online,0,0,0,145.0,0,Canceled,3,1
1,0,1,1,Meal Plan 1,0,Room_Type 1,12,7,Online,0,0,0,145.0,1,Not_Canceled,2,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,77,5,Online,0,0,0,134.85,1,Not_Canceled,0,2
2,1,1,1,Meal Plan 1,0,Room_Type 6,14,10,Online,0,0,0,168.25,1,Not_Canceled,0,3
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2,Online,0,0,0,60.0,0,Canceled,2,3
2,0,1,3,Meal Plan 1,0,Room_Type 1,133,6,Offline,0,0,0,76.0,0,Not_Canceled,2,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,3,8,Offline,0,0,0,63.5,1,Not_Canceled,3,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,19,9,Offline,0,0,0,95.0,0,Not_Canceled,1,2
2,0,2,2,Meal Plan 1,0,Room_Type 4,86,9,Offline,0,0,0,90.95,3,Not_Canceled,0,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,23,10,Online,0,0,0,98.4,2,Not_Canceled,0,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,65,9,Online,0,0,0,135.9,1,Not_Canceled,5,3
2,0,0,2,Meal Plan 1,0,Room_Type 4,1,11,Online,0,0,0,130.0,1,Not_Canceled,4,2
2,0,0,1,Meal Plan 1,0,Room_Type 4,66,11,Online,0,0,0,81.9,2,Not_Canceled,6,2
3,0,1,4,Meal Plan 1,0,Room_Type 1,50,2,Online,0,0,0,78.85,1,Not_Canceled,3,3
2,0,2,3,Meal Plan 2,0,Room_Type 1,87,6,Online,0,0,0,141.3,0,Canceled,1,3
2,0,1,1,Meal Plan 1,0,Room_Type 1,159,4,Offline,0,0,0,70.0,1,Not_Canceled,0,1
2,0,2,3,Meal Plan 2,0,Room_Type 1,39,8,Online,0,0,0,170.1,2,Not_Canceled,0,2
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,10,Online,0,0,0,115.0,1,Canceled,1,3
2,2,0,5,Meal Plan 1,0,Room_Type 6,22,12,Online,0,0,0,199.0,0,Not_Canceled,4,3
2,0,2,2,Meal Plan 1,0,Room_Type 4,102,7,Offline,0,0,0,82.45,0,Not_Canceled,1,1
4,0,0,3,Meal Plan 1,0,Room_Type 7,86,10,Online,0,0,0,192.86,1,Not_Canceled,5,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,56,9,Offline,0,0,0,185.0,0,Not_Canceled,0,3
2,0,2,6,Meal Plan 1,0,Room_Type 1,36,12,Online,0,0,0,68.07,1,Not_Canceled,0,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,10,Online,0,0,0,118.8,1,Not_Canceled,3,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,115,10,Online,0,0,0,104.4,0,Canceled,5,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,3,Corporate,1,0,12,65.0,0,Not_Canceled,4,3
2,0,1,3,Not Selected,0,Room_Type 1,35,3,Online,0,0,0,71.1,0,Canceled,5,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,17,5,Offline,0,0,0,95.0,0,Not_Canceled,0,2
2,0,4,11,Meal Plan 1,0,Room_Type 4,237,9,Online,0,0,0,116.62,1,Canceled,3,2
2,0,0,4,Meal Plan 1,0,Room_Type 1,125,9,Online,0,0,0,136.0,2,Not_Canceled,4,1
2,2,2,2,Meal Plan 1,0,Room_Type 6,32,12,Online,0,0,0,147.9,0,Canceled,6,1
2,0,2,0,Not Selected,0,Room_Type 1,5,9,Offline,0,0,0,123.7,0,Not_Canceled,1,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,91,6,Online,0,0,0,135.9,0,Canceled,1,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,Offline,0,0,0,109.0,0,Not_Canceled,0,2
3,0,2,1,Meal Plan 1,0,Room_Type 4,9,3,Online,0,0,0,186.0,1,Not_Canceled,1,2
3,0,1,3,Meal Plan 1,0,Room_Type 4,155,12,Online,0,0,0,115.6,1,Canceled,2,3
2,2,0,1,Meal Plan 1,0,Room_Type 6,0,5,Online,0,0,0,221.0,0,Canceled,0,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,11,9,Corporate,0,0,0,65.0,0,Not_Canceled,4,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2,Corporate,0,0,0,80.0,0,Not_Canceled,0,2
2,1,1,4,Meal Plan 1,0,Room_Type 1,86,3,Offline,0,0,0,73.83,0,Not_Canceled,4,3
1,0,0,1,Meal Plan 1,1,Room_Type 1,18,10,Corporate,1,3,19,67.0,0,Not_Canceled,3,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,58,3,Online,0,0,0,80.3,1,Not_Canceled,6,1
2,0,2,1,Not Selected,0,Room_Type 1,54,4,Offline,0,0,0,85.0,0,Not_Canceled,0,3
2,1,2,3,Meal Plan 1,0,Room_Type 1,25,7,Online,0,0,0,152.1,1,Canceled,0,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,107,9,Online,0,0,0,89.25,1,Not_Canceled,5,1
1,0,0,4,Meal Plan 2,0,Room_Type 1,100,9,Offline,0,0,0,110.0,0,Not_Canceled,4,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,5,Online,0,0,0,95.0,0,Canceled,6,2
2,0,0,1,Not Selected,0,Room_Type 1,29,3,Online,0,0,0,79.0,0,Not_Canceled,6,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,221,8,Online,0,0,0,80.0,0,Canceled,6,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,213,10,Online,0,0,0,102.85,2,Canceled,0,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,198,9,Online,0,0,0,90.0,0,Canceled,6,1
2,0,1,2,Meal Plan 1,0,Room_Type 2,81,1,Online,0,0,0,62.37,2,Not_Canceled,0,3
2,0,0,1,Not Selected,0,Room_Type 1,23,4,Online,0,0,0,98.0,0,Not_Canceled,6,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,26,9,Online,0,0,0,117.67,1,Canceled,6,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,20,6,Online,0,0,0,141.0,1,Not_Canceled,0,2
2,1,1,3,Meal Plan 1,0,Room_Type 6,124,12,Online,0,0,0,156.61,2,Canceled,2,3
3,0,0,3,Meal Plan 1,0,Room_Type 4,85,8,Online,0,0,0,152.1,0,Canceled,4,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,167,8,Online,0,0,0,105.3,0,Canceled,0,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,71,5,Online,0,0,0,119.85,1,Not_Canceled,2,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,48,11,Online,0,0,0,97.2,2,Not_Canceled,6,1
1,0,0,1,Not Selected,0,Room_Type 1,37,5,Online,0,0,0,116.1,0,Not_Canceled,6,2
3,0,2,2,Meal Plan 1,0,Room_Type 4,76,5,Online,0,0,0,150.45,0,Canceled,1,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,13,1,Offline,0,0,0,71.0,0,Not_Canceled,5,2
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,6,Complementary,0,0,0,0.0,0,Not_Canceled,2,3
2,0,1,2,Meal Plan 1,0,Room_Type 4,75,12,Offline,0,0,0,60.0,0,Not_Canceled,3,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,4,Corporate,1,0,1,89.0,1,Not_Canceled,3,1
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,10,Online,0,0,0,115.0,1,Canceled,1,3
2,0,1,1,Meal Plan 1,0,Room_Type 1,180,5,Offline,0,0,0,100.0,1,Not_Canceled,2,1
2,0,1,3,Not Selected,0,Room_Type 1,122,11,Online,0,0,0,75.9,2,Canceled,2,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,224,10,Offline,0,0,0,65.0,0,Not_Canceled,0,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,24,5,Online,0,0,0,104.55,2,Not_Canceled,1,3
1,0,2,2,Meal Plan 1,0,Room_Type 1,162,10,Online,0,0,0,115.0,0,Canceled,6,2
3,0,1,1,Meal Plan 1,0,Room_Type 4,25,7,Online,0,0,0,187.0,0,Canceled,0,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,8,Online,0,0,0,115.0,0,Not_Canceled,5,1
2,0,0,4,Not Selected,0,Room_Type 1,236,9,Online,0,0,0,84.43,1,Canceled,3,3
2,0,2,3,Meal Plan 1,0,Room_Type 1,120,4,Online,0,0,0,90.95,0,Canceled,6,1
2,0,1,3,Meal Plan 2,1,Room_Type 4,12,3,Online,0,0,0,208.0,1,Not_Canceled,5,3
2,0,2,4,Meal Plan 1,0,Room_Type 1,224,9,Online,0,0,0,97.18,1,Canceled,0,1
1,0,0,4,Meal Plan 2,0,Room_Type 1,33,10,Offline,0,0,0,79.11,0,Not_Canceled,5,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,24,5,Complementary,0,0,0,0.0,0,Not_Canceled,6,2
2,0,0,1,Meal Plan 1,0,Room_Type 4,22,9,Online,0,0,0,120.0,1,Not_Canceled,4,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,10,10,Online,0,0,0,126.0,1,Not_Canceled,4,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,15,2,Online,0,0,0,91.0,1,Canceled,4,2
2,0,0,5,Meal Plan 2,0,Room_Type 1,230,9,Online,0,0,0,137.0,0,Canceled,3,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,54,3,Offline,0,0,0,67.32,0,Not_Canceled,4,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,45,10,Online,0,0,0,81.62,0,Not_Canceled,0,3
3,0,1,3,Meal Plan 2,0,Room_Type 4,63,10,Online,0,0,0,123.66,2,Not_Canceled,2,3
2,0,2,1,Not Selected,0,Room_Type 1,166,8,Online,0,0,0,94.5,1,Not_Canceled,0,1
2,0,1,4,Meal Plan 1,0,Room_Type 1,148,8,Online,0,0,0,96.3,0,Canceled,2,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,136,8,Online,0,0,0,88.01,1,Not_Canceled,0,2
2,0,1,3,Meal Plan 1,0,Room_Type 1,37,3,Online,0,0,0,81.9,2,Not_Canceled,5,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,66,5,Online,0,0,0,119.85,1,Not_Canceled,4,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,11,10,Offline,0,0,0,83.5,0,Not_Canceled,0,3
1,0,0,1,Meal Plan 1,1,Room_Type 1,1,4,Corporate,1,0,3,67.0,1,Not_Canceled,6,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,7,6,Online,0,0,0,156.0,1,Not_Canceled,1,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,43,10,Offline,0,0,0,85.0,0,Not_Canceled,4,2
2,0,3,5,Meal Plan 1,0,Room_Type 4,5,4,Online,0,0,0,126.75,0,Canceled,2,1
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,6,Online,0,0,0,115.0,1,Canceled,2,1
2,0,2,1,Not Selected,0,Room_Type 1,24,10,Online,0,0,0,107.1,1,Canceled,1,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,53,10,Offline,0,0,0,120.0,0,Not_Canceled,6,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,52,11,Online,0,0,0,93.6,2,Not_Canceled,0,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,56,6,Offline,0,0,0,120.0,0,Not_Canceled,4,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,6,Offline,0,0,0,90.0,1,Not_Canceled,4,1
2,0,0,5,Meal Plan 1,0,Room_Type 1,230,9,Online,0,0,0,137.0,1,Canceled,3,1
2,1,1,3,Meal Plan 1,0,Room_Type 1,92,10,Online,0,0,0,106.43,1,Canceled,2,3
1,0,0,3,Not Selected,0,Room_Type 1,2,5,Online,0,0,0,87.78,0,Not_Canceled,3,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,Offline,0,0,0,101.5,0,Not_Canceled,0,2
2,0,0,1,Not Selected,0,Room_Type 1,82,6,Online,0,0,0,85.5,0,Canceled,5,3
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,Offline,0,0,0,95.0,0,Not_Canceled,5,2
2,0,2,2,Meal Plan 1,0,Room_Type 4,147,7,Online,0,0,0,103.7,2,Not_Canceled,6,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,8,Corporate,0,0,0,65.0,0,Not_Canceled,5,3
2,0,2,6,Meal Plan 1,0,Room_Type 1,166,8,Online,0,0,0,100.12,0,Canceled,5,2
2,0,1,3,Meal Plan 2,1,Room_Type 1,28,4,Online,0,0,0,156.25,2,Not_Canceled,2,1
2,0,1,2,Meal Plan 2,0,Room_Type 1,309,5,Online,0,0,0,101.0,0,Canceled,6,2
2,0,1,3,Meal Plan 2,1,Room_Type 1,54,7,Online,0,0,0,161.1,0,Not_Canceled,2,1
2,0,1,3,Not Selected,1,Room_Type 1,49,12,Online,0,0,0,83.8,2,Not_Canceled,5,1
2,1,0,1,Meal Plan 1,1,Room_Type 1,1,6,Online,0,0,0,168.0,2,Not_Canceled,0,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,0,12,Offline,0,0,0,58.0,0,Not_Canceled,2,3
2,0,2,1,Meal Plan 2,0,Room_Type 1,4,8,Offline,0,0,0,94.5,0,Not_Canceled,1,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,60,12,Online,0,0,0,96.3,1,Not_Canceled,5,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,157,8,Online,0,0,0,76.5,1,Not_Canceled,0,2
2,0,2,3,Meal Plan 1,0,Room_Type 1,268,4,Offline,0,0,0,78.0,0,Not_Canceled,6,1
2,0,1,1,Not Selected,0,Room_Type 1,38,9,Online,0,0,0,112.59,0,Canceled,2,3
2,2,2,1,Meal Plan 1,0,Room_Type 7,30,6,Online,0,0,0,187.04,0,Canceled,1,2
2,0,0,1,Meal Plan 1,1,Room_Type 1,2,10,Online,0,0,0,169.0,2,Not_Canceled,3,1
2,0,3,7,Not Selected,0,Room_Type 1,217,12,Online,0,0,0,46.63,1,Not_Canceled,2,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,143,8,Offline,0,0,0,100.0,0,Not_Canceled,5,3
2,0,0,3,Not Selected,0,Room_Type 1,179,10,Online,0,0,0,85.5,2,Not_Canceled,4,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,Online,0,0,0,130.0,0,Canceled,4,2
3,0,2,2,Meal Plan 1,0,Room_Type 4,94,7,Online,0,0,0,146.7,1,Not_Canceled,6,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,11,Offline,0,0,0,73.0,0,Not_Canceled,0,2
3,0,2,2,Meal Plan 1,0,Room_Type 6,2,4,Online,0,0,0,143.22,2,Not_Canceled,6,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,70,10,Online,0,0,0,89.25,1,Not_Canceled,6,3
2,0,1,0,Not Selected,0,Room_Type 1,4,9,Offline,0,0,0,85.0,0,Not_Canceled,2,2
